enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5548,103,26,1,0,2,2,5,0,0,5,1,28,1
3342,11,8,1,1,2,0,5,15,4,4,3,18,1
10272,102,90,1,0,2,0,5,21,1,5,0,18,0
6994,5,84,1,0,2,0,5,9,3,5,0,5,0
3364,50,44,1,0,2,0,5,13,7,5,2,11,0
12417,6,87,1,0,2,2,5,21,2,5,0,145,0
9765,63,14,1,0,0,0,5,14,2,5,5,31,0
10082,59,26,1,1,2,0,5,11,2,5,5,12,0
3537,5,84,1,0,2,0,5,21,2,5,4,8,0
2934,100,39,1,0,1,1,5,16,4,5,0,76,0
12244,5,84,1,1,2,0,4,21,1,1,2,22,0
5822,35,41,1,0,2,2,5,10,1,1,5,27,0
334,49,84,1,0,2,0,5,21,3,5,5,14,0
5643,31,61,1,0,2,0,5,18,3,5,0,127,0
570,99,53,1,0,2,0,5,1,3,5,5,53,0
10297,54,70,1,0,2,0,5,13,1,5,0,18,1
4122,102,90,1,0,2,1,5,21,3,5,4,113,0
4040,5,84,0,1,2,2,5,19,3,5,0,104,1
491,5,84,1,1,2,4,5,15,3,5,5,34,0
7874,111,86,1,0,2,0,5,6,1,5,4,6,0
6430,49,84,1,0,0,0,5,2,1,5,0,32,0
11825,63,14,1,0,2,0,5,1,0,5,4,103,1
12243,63,14,1,1,2,1,5,14,0,5,0,27,1
8694,63,14,1,1,2,0,5,14,0,5,0,44,0
4899,48,81,1,0,2,0,5,16,1,5,4,71,0
11457,84,76,0,0,0,0,5,14,0,5,0,22,0
8117,85,35,1,0,2,0,5,1,0,5,0,8,1
2762,113,88,1,0,0,0,5,2,4,5,0,210,0
4238,76,47,1,0,2,0,5,14,0,5,0,60,0
11637,102,90,1,0,2,2,5,10,3,5,0,238,0
6901,13,89,1,1,2,2,5,9,1,5,2,143,0
3057,81,73,1,0,0,0,5,14,7,0,0,16,0
3025,49,84,1,1,2,1,5,21,7,0,4,21,0
10893,98,71,1,0,2,4,5,2,2,5,0,51,0
439,90,82,1,1,0,0,5,15,2,5,3,31,0
1770,92,20,1,0,2,0,5,15,2,5,0,30,0
1808,13,89,1,1,0,1,5,19,2,5,5,146,0
1410,63,14,1,0,2,0,5,16,4,5,4,91,0
8692,5,84,1,1,0,1,5,15,4,2,0,2,0
11677,102,90,1,0,2,0,5,21,4,2,1,31,1
5874,63,14,1,0,2,0,4,4,4,5,3,133,0
5232,46,43,1,1,0,0,5,13,4,5,5,170,1
11931,5,84,0,0,2,0,5,16,3,5,0,5,0
10555,30,77,1,0,1,2,5,16,3,5,0,28,0
7522,63,14,1,0,0,0,5,0,0,4,0,47,1
6112,5,84,1,0,2,2,5,5,1,5,4,30,0
6589,63,14,1,0,2,0,5,14,3,5,1,25,1
11290,64,79,1,1,0,1,5,3,3,5,1,97,1
5885,5,84,1,1,0,1,5,14,3,5,3,34,1
8258,63,14,1,0,0,0,5,7,1,5,1,34,0
2215,48,81,1,0,2,0,5,21,1,5,0,113,0
4621,30,77,1,0,2,2,5,18,1,5,0,139,0
10310,102,90,1,0,2,0,5,21,1,5,4,65,0
8674,5,84,1,1,2,1,5,13,1,5,5,1,0
2204,13,89,1,0,2,0,2,10,4,5,4,12,0
6596,69,90,1,0,2,2,5,21,3,5,4,8,0
3753,17,28,1,0,2,2,5,11,1,5,0,13,0
423,13,89,0,0,2,2,5,21,5,5,4,106,1
7519,92,20,1,0,2,2,5,7,4,5,4,155,0
10193,102,90,1,1,0,1,5,13,7,5,0,3,0
8577,63,14,1,1,0,1,5,14,7,5,5,77,1
6617,65,26,1,0,0,1,5,15,7,5,0,42,1
10180,5,84,1,0,2,0,5,21,3,5,1,19,0
7425,5,84,1,1,2,0,5,11,3,5,5,49,0
8667,5,84,1,0,2,0,1,21,3,5,4,77,1
163,5,84,1,0,2,0,5,2,3,5,1,50,0
9990,30,77,1,0,2,2,5,15,1,5,1,8,0
9514,5,84,1,0,2,0,5,21,4,5,1,18,0
3202,28,36,1,0,2,0,1,14,0,5,0,172,0
11092,2,72,1,0,2,1,1,13,4,5,0,25,0
11480,49,84,1,0,2,0,4,16,1,5,0,5,0
9221,63,14,1,0,2,0,5,16,5,5,5,80,1
11300,5,84,1,0,2,0,5,21,3,5,4,123,0
6389,2,72,1,0,1,0,5,17,7,5,0,24,0
12044,37,35,0,1,2,0,5,15,3,5,1,90,0
1351,100,39,1,0,2,2,5,14,5,5,0,91,0
7060,84,76,1,1,2,2,2,14,5,5,2,101,0
9562,99,53,1,0,2,0,5,16,2,2,0,111,0
8152,24,7,1,0,2,0,5,11,2,2,0,207,0
9392,5,84,0,1,2,2,5,1,4,5,3,55,0
1085,63,14,0,0,0,0,5,3,0,5,4,20,1
10375,5,84,1,0,2,0,2,13,1,2,4,67,1
9758,2,72,1,1,2,2,5,3,3,5,3,22,1
1417,49,84,1,0,2,0,5,14,4,5,0,180,0
3014,2,72,1,1,2,0,3,21,1,5,4,20,0
8948,64,79,1,1,2,0,5,21,2,5,0,56,1
3455,5,84,1,0,2,0,5,14,2,5,1,43,0
1445,5,84,1,1,0,3,5,21,2,5,0,27,0
7726,102,90,0,0,0,2,5,16,2,5,0,43,0
12338,90,82,1,1,0,2,5,14,2,5,0,22,1
4599,5,84,1,1,2,0,5,20,3,5,0,147,1
9067,13,89,1,0,2,2,5,7,3,5,0,83,0
2195,49,84,1,0,2,2,5,21,6,5,0,21,0
9416,5,84,1,0,2,0,5,6,3,5,3,55,1
4548,63,14,1,0,2,0,5,20,0,5,3,11,1
7828,63,14,1,0,2,0,5,2,4,1,0,181,1
7699,5,84,1,0,2,0,5,21,4,4,0,65,0
875,96,18,1,0,2,0,5,4,2,5,0,40,0
7847,63,14,1,0,2,0,5,13,4,5,0,115,1
5147,13,89,1,0,2,2,5,21,4,5,2,8,0
11335,13,89,1,0,2,0,5,2,0,5,3,26,0
9811,30,77,1,0,1,0,5,16,1,2,0,10,0
11236,48,81,1,0,2,0,5,21,4,5,2,162,1
1282,54,70,1,1,0,1,5,15,4,5,5,7,0
6569,13,89,1,1,0,1,5,20,4,5,5,49,0
2861,65,26,1,0,2,2,5,5,4,5,5,5,0
9752,5,84,1,0,2,2,5,12,3,5,4,75,0
225,5,84,1,0,2,0,5,1,1,5,2,204,0
12184,48,81,1,0,1,0,2,16,0,5,3,22,1
8053,2,72,1,0,2,0,5,21,0,5,4,2,0
10421,48,81,1,0,2,1,5,10,1,5,1,19,0
9522,5,84,1,0,2,0,5,9,2,5,3,22,0
6872,13,89,1,0,2,0,5,10,2,5,4,15,0
9960,63,14,1,1,1,0,5,13,7,0,0,54,0
8164,101,13,1,1,1,0,5,13,7,0,5,46,1
3567,5,84,1,0,2,0,5,14,4,5,0,66,0
8421,5,84,1,0,2,0,5,1,1,5,4,19,0
667,63,14,1,0,2,2,5,19,0,0,0,119,0
4965,7,52,1,0,1,0,5,18,1,5,1,21,0
9665,49,84,1,1,2,0,0,3,1,5,0,69,0
2211,5,84,0,0,2,0,5,11,4,5,0,78,0
8163,5,84,1,0,2,0,5,21,7,0,4,33,0
12183,5,84,1,0,2,0,5,17,4,5,0,26,0
2159,63,14,1,0,2,0,5,21,3,5,4,61,0
3980,88,69,1,0,2,3,5,21,4,5,1,106,0
2928,81,73,1,0,2,2,5,5,4,5,0,109,0
10501,5,84,1,0,2,0,5,21,4,5,1,9,1
11712,49,84,1,0,2,0,5,6,1,5,0,20,0
7585,30,77,1,1,1,0,5,11,3,5,0,25,0
11393,86,67,1,1,2,2,5,19,1,5,0,116,0
11018,13,89,1,0,0,0,5,16,1,1,0,113,0
8951,100,39,1,1,0,0,5,16,2,5,2,7,0
2147,80,29,1,0,2,2,5,19,2,5,1,17,0
1759,5,84,1,0,1,2,5,21,4,5,1,49,0
454,5,84,1,0,2,0,5,21,2,2,0,114,0
8423,48,81,1,0,2,0,4,15,4,5,0,28,0
11010,5,84,1,0,2,0,5,6,5,5,2,35,0
2627,5,84,1,0,2,0,5,21,6,5,3,22,0
6999,49,84,0,0,2,0,5,21,2,5,4,18,0
11255,5,84,1,0,2,2,5,21,1,5,1,14,0
11819,90,82,1,0,2,0,4,1,6,4,0,6,0
2141,51,80,1,0,2,2,5,21,4,1,4,11,0
1612,94,66,1,0,2,0,5,8,3,5,1,41,0
6234,48,81,1,0,0,0,5,21,1,5,4,142,0
11826,65,26,0,0,2,2,5,3,4,5,2,5,0
5479,48,81,0,0,2,2,5,20,2,5,0,32,0
12311,13,89,1,1,0,1,5,11,0,5,1,49,0
1605,63,14,1,0,2,2,5,15,4,5,0,55,1
8162,113,88,1,1,0,0,5,16,2,4,0,3,0
9224,43,26,1,0,2,0,5,10,5,5,0,6,0
7849,69,90,1,1,0,1,5,14,5,5,0,1,0
805,111,86,1,1,0,0,5,11,1,5,0,24,0
3698,5,84,1,0,2,0,5,21,1,1,2,169,0
11842,13,89,1,0,2,2,5,21,1,5,5,56,0
6199,49,84,1,0,2,0,2,17,1,5,0,200,1
6109,49,84,1,0,2,0,5,6,1,5,2,2,0
10207,2,72,1,0,2,0,5,21,2,5,4,37,0
504,13,89,1,0,0,1,5,9,2,5,0,42,0
11703,48,81,1,0,2,0,5,19,0,5,1,20,0
2370,63,14,1,0,2,0,5,19,6,5,3,51,1
1632,63,14,1,0,2,2,5,19,0,0,0,78,1
6694,4,56,1,1,2,0,5,19,3,5,0,36,0
11972,50,44,1,0,2,0,5,10,1,4,0,11,0
8739,100,39,1,1,0,1,5,11,1,4,1,40,0
10391,64,79,1,0,0,1,5,13,7,4,0,7,0
11552,5,84,1,0,2,0,1,11,1,5,0,75,0
3271,5,84,0,0,2,0,0,14,0,5,2,86,0
4856,63,14,1,0,0,0,5,2,7,0,0,190,0
6519,100,39,1,0,0,0,5,14,7,5,0,14,0
1460,48,81,1,0,2,0,5,21,1,1,4,127,0
4410,98,71,1,1,2,0,5,14,1,1,0,71,1
8410,48,81,1,0,2,2,5,6,5,5,1,49,0
7612,48,81,1,0,2,2,5,7,0,5,1,164,0
8014,6,87,1,0,2,0,5,5,0,5,0,106,0
7199,48,81,1,0,2,0,2,8,5,5,0,157,0
5176,13,89,1,0,2,2,5,21,3,5,1,21,0
10971,92,20,1,0,2,2,5,7,3,5,3,115,1
7162,63,14,1,0,2,2,5,6,7,5,4,75,0
7376,24,7,1,1,0,1,5,0,7,5,5,79,0
10349,54,70,1,1,2,1,5,1,7,5,0,16,1
2670,73,74,1,1,0,0,5,15,7,5,0,22,0
10476,13,89,1,0,2,1,5,5,3,5,4,24,0
2858,112,26,1,0,2,2,5,6,4,5,1,94,1
5728,5,84,1,0,2,0,5,3,0,0,3,49,0
9386,48,81,1,0,2,1,5,10,1,5,0,16,1
5007,100,39,1,0,0,1,5,16,4,5,2,4,0
11804,13,89,1,1,2,0,5,5,0,5,0,177,0
8619,5,84,1,0,2,2,2,21,0,5,5,41,0
5331,15,37,1,0,0,1,2,11,1,5,5,106,0
8788,13,89,1,0,0,2,5,14,4,5,0,29,0
10204,63,14,1,1,2,0,5,2,3,5,2,33,0
11546,54,70,1,0,2,2,5,21,4,5,4,24,0
9271,54,70,1,1,2,0,5,21,3,5,4,104,0
11651,64,79,0,0,2,0,5,14,3,5,0,8,0
11810,48,81,1,0,2,0,5,5,2,5,0,7,0
7374,5,84,1,0,2,2,2,21,1,5,4,133,0
3398,102,90,1,0,2,0,5,17,3,5,1,25,0
6784,30,77,1,1,0,2,5,17,3,5,5,43,1
4929,94,66,1,0,0,2,5,1,3,5,0,81,0
4719,5,84,1,0,2,0,2,2,4,5,2,36,0
10795,5,84,1,0,2,0,5,19,4,5,0,52,0
6649,5,84,1,1,0,2,5,3,4,4,0,85,0
8469,5,84,1,1,2,2,5,13,1,2,0,187,0
7851,4,56,1,0,2,0,5,21,0,5,0,27,0
2736,63,14,1,0,2,0,5,15,4,5,0,2,0
8764,115,26,1,1,0,0,5,14,4,5,1,110,1
1257,13,89,1,0,2,0,5,5,5,5,0,27,0
7294,6,87,1,0,2,1,5,21,0,5,2,104,0
11525,100,39,1,1,2,0,5,19,3,4,4,14,0
5520,5,84,1,1,0,0,5,1,3,4,5,213,0
8551,5,84,0,1,2,0,5,0,4,0,5,26,0
6805,41,23,0,0,2,1,5,11,4,0,1,98,0
7350,5,84,0,0,2,0,5,21,4,0,4,54,1
2323,49,84,0,0,2,0,5,3,7,5,0,80,0
10816,5,84,1,0,0,0,5,6,2,5,1,92,0
8252,63,14,1,0,2,2,5,15,2,5,2,43,1
11802,63,14,1,0,2,0,5,20,4,5,0,44,1
9576,51,80,1,0,2,2,2,10,7,1,1,22,1
816,63,14,1,0,2,0,5,13,2,5,1,85,0
6036,48,81,1,0,2,2,5,5,2,5,1,46,0
8783,5,84,1,1,2,1,5,0,2,5,5,178,0
2320,42,26,1,1,2,0,5,21,0,5,4,41,0
4692,48,81,1,0,2,0,5,9,0,5,0,14,0
6885,5,84,1,1,0,1,5,16,4,5,0,7,1
3643,5,84,1,0,2,2,5,21,1,1,0,236,0
11535,11,8,1,0,2,0,5,18,2,5,0,33,0
1779,94,66,0,0,1,0,5,1,3,5,0,186,1
1395,5,84,1,0,2,0,5,19,4,1,0,19,0
4301,5,84,1,0,2,0,5,1,3,5,1,15,0
9133,5,84,1,0,2,2,5,9,0,5,5,6,0
8400,31,61,1,0,2,0,5,10,3,5,5,12,1
1083,30,77,1,0,2,2,5,21,3,5,4,9,1
11961,5,84,1,0,2,0,5,21,3,5,4,127,0
10897,5,84,1,0,2,0,5,21,6,5,2,6,0
8386,5,84,1,0,0,2,5,2,3,5,4,83,0
11837,6,87,1,0,2,0,5,21,2,2,3,49,0
11186,108,64,2,1,2,0,5,20,7,5,0,39,1
5918,63,14,1,1,0,0,5,14,4,5,0,154,0
8058,94,66,1,0,2,2,5,5,4,5,0,131,0
10037,48,81,1,0,2,0,0,6,0,1,0,112,0
12056,31,61,1,0,2,0,5,21,0,5,0,59,0
758,84,76,1,0,2,2,5,21,4,5,4,77,0
204,48,81,1,0,2,0,5,1,4,5,1,28,0
5144,94,66,1,0,2,2,5,9,0,5,4,63,0
9984,5,84,1,0,2,0,5,21,1,5,1,47,0
7681,115,26,1,0,0,0,5,13,4,5,0,19,0
1035,13,89,1,1,2,1,5,18,4,5,0,151,1
7524,63,14,1,1,1,2,5,0,7,4,5,52,0
4078,5,84,1,0,2,0,4,21,7,4,0,192,0
6158,5,84,1,1,2,0,1,11,2,5,0,35,0
8115,64,79,1,0,1,1,1,2,4,1,0,21,1
677,38,62,1,0,2,2,5,1,4,5,3,68,0
9579,48,81,1,0,2,0,5,21,4,5,0,73,0
1517,94,66,1,1,2,1,5,13,4,5,5,30,0
6211,10,27,1,0,0,0,5,1,4,5,0,15,1
10902,5,84,1,1,0,0,5,14,3,5,0,94,0
4419,63,14,1,0,2,0,5,2,3,5,5,84,1
11381,49,84,0,1,2,0,5,0,3,5,0,5,1
6756,63,14,0,0,0,0,5,13,5,5,0,174,1
437,5,84,0,0,2,2,5,21,2,5,4,34,0
5409,5,84,1,0,2,0,5,15,1,2,0,49,0
9644,42,26,2,1,2,0,5,11,1,2,5,139,1
3619,5,84,1,1,2,0,5,15,1,2,5,5,1
1008,30,77,1,0,2,0,5,16,7,5,3,49,0
11233,48,81,1,1,2,0,5,21,7,5,2,26,1
704,90,82,1,0,2,0,5,5,2,5,0,186,0
9322,90,82,1,0,2,0,2,20,7,2,0,17,1
8021,98,71,1,0,2,0,5,3,4,5,0,10,0
11595,113,88,1,1,0,0,5,17,4,5,1,77,1
5583,48,81,1,0,2,0,5,17,4,5,0,53,0
5957,63,14,1,0,2,2,5,17,4,5,0,100,0
8090,4,56,1,0,2,2,5,10,4,5,0,73,0
12193,15,37,1,1,0,1,5,11,4,5,5,53,0
3032,5,84,0,1,2,2,2,14,2,5,0,22,0
11215,11,8,0,0,2,0,5,14,5,5,5,54,0
2356,5,84,1,0,2,0,5,18,3,5,1,164,0
786,63,14,1,0,2,2,5,5,0,5,4,95,0
4825,13,89,1,0,2,0,3,1,0,5,5,102,0
6197,5,84,1,0,2,0,3,14,0,5,5,39,0
8373,94,66,1,1,2,1,3,11,0,5,5,33,0
9744,63,14,1,0,2,0,5,17,0,5,1,75,1
7872,30,77,1,1,2,4,5,14,0,5,5,25,0
117,48,81,1,1,2,0,5,14,0,5,1,45,0
3832,63,14,1,0,2,0,5,14,5,5,5,83,1
7026,5,84,1,0,0,1,5,11,3,4,5,33,0
10190,21,33,1,0,2,2,5,2,3,5,0,52,0
5172,63,14,1,1,0,0,5,14,0,5,0,152,1
1755,105,13,1,0,2,2,2,21,0,5,4,16,0
8279,13,89,1,0,2,0,5,15,2,5,4,36,0
7088,94,66,1,0,2,0,5,13,1,5,0,19,0
10677,5,84,1,0,1,1,5,3,5,5,4,12,0
2636,93,55,1,0,0,0,5,18,5,5,0,29,1
12361,84,76,1,0,2,0,5,8,4,5,4,39,0
2844,98,71,1,0,2,0,5,16,5,5,0,57,1
9641,49,84,0,0,2,0,5,1,1,5,4,98,0
1813,5,84,0,1,2,0,5,20,1,5,0,29,0
12237,29,26,1,1,2,0,5,21,1,5,0,84,0
7349,49,84,1,1,0,1,5,15,3,5,0,13,0
5865,5,84,1,0,2,0,5,1,7,0,2,26,0
5161,48,81,1,1,0,0,5,11,4,5,0,12,0
2871,88,69,1,0,2,2,5,15,1,5,0,142,0
10287,5,84,1,1,2,4,5,16,1,5,5,240,0
5480,47,63,1,0,2,2,5,18,3,5,0,13,0
8854,108,64,1,1,0,1,5,11,3,5,0,6,0
5829,49,84,1,0,2,0,5,14,4,5,0,101,0
9105,5,84,1,0,2,0,5,14,4,5,1,133,1
8824,78,12,1,0,2,2,5,16,4,5,0,101,1
1039,29,26,1,0,2,1,5,3,4,5,0,47,1
7076,5,84,1,1,0,1,5,3,4,5,2,7,1
3969,111,86,1,1,0,1,5,14,4,5,2,54,0
9016,111,86,1,0,2,2,5,7,4,5,0,94,0
12013,5,84,1,0,2,0,5,21,0,5,5,30,0
7179,100,39,1,0,0,0,5,7,2,5,5,28,1
2135,5,84,1,0,2,0,5,21,6,5,4,160,0
2733,102,90,1,1,2,4,5,13,6,5,5,69,0
6522,63,14,1,0,2,0,5,15,4,5,0,27,1
8461,49,84,1,0,2,2,5,21,1,5,0,185,0
11250,5,84,1,0,1,0,4,0,7,2,5,152,0
11801,13,89,1,0,2,0,5,16,2,5,0,170,0
690,21,33,1,1,2,2,5,6,4,5,0,43,0
1608,121,83,1,0,2,0,5,16,4,5,0,73,0
9603,5,84,1,1,0,0,5,13,4,5,0,7,0
4674,48,81,1,1,0,1,5,13,4,5,5,50,0
4490,37,35,1,0,2,0,5,6,5,5,1,76,1
1303,5,84,1,0,2,0,5,21,0,5,4,46,0
7132,88,69,1,0,0,0,5,15,1,5,0,47,1
9949,30,77,1,0,2,2,5,15,3,5,0,98,1
7183,24,7,1,1,0,1,5,17,3,5,0,43,1
6147,48,81,1,0,2,1,5,2,2,5,1,73,0
7637,75,78,1,1,0,0,5,13,2,5,0,7,0
3877,63,14,1,0,2,0,5,15,0,5,0,91,0
6627,116,24,1,1,2,0,4,13,0,5,1,45,0
1809,5,84,1,1,2,4,4,13,0,5,5,14,0
8522,13,89,1,0,2,0,5,3,3,5,3,34,0
6601,94,66,0,1,2,2,2,13,4,5,1,8,0
6510,63,14,0,1,0,1,2,11,4,5,5,41,0
1739,94,66,1,0,2,0,5,3,0,0,0,14,0
11136,69,90,1,1,2,0,5,14,2,4,0,13,1
4079,81,73,1,0,2,2,5,21,4,5,0,34,0
11100,98,71,1,0,2,0,5,5,2,5,4,9,0
11378,5,84,1,1,0,1,5,17,2,5,5,178,0
5248,63,14,1,1,0,0,5,10,2,5,5,45,1
9669,54,70,1,1,0,2,2,19,1,4,1,55,0
12303,69,90,1,1,2,0,1,5,2,5,4,98,0
10221,13,89,1,0,2,1,1,18,0,5,5,49,1
467,88,69,1,1,1,0,5,13,0,5,4,15,1
6875,95,67,1,0,2,0,5,3,4,5,5,61,0
1778,2,72,1,0,2,3,5,16,0,5,3,67,0
9464,48,81,1,0,2,2,5,13,1,5,1,45,0
11714,5,84,1,0,2,0,5,6,3,5,4,49,0
6218,5,84,1,0,2,0,5,18,3,5,1,25,0
11023,63,14,1,1,0,1,5,13,3,5,5,214,1
6985,63,14,1,1,0,0,5,17,3,5,0,189,0
10974,49,84,1,0,2,0,5,14,4,1,0,42,0
7115,13,89,1,0,0,2,5,2,6,4,0,21,0
8179,13,89,1,1,2,2,5,21,6,4,5,92,0
12241,13,89,1,0,2,2,5,9,0,0,0,168,0
5954,31,61,1,0,2,0,5,14,5,5,0,52,0
3507,24,7,0,0,2,1,5,17,0,0,0,12,0
2981,0,64,1,0,2,2,5,13,0,0,5,38,0
4058,94,66,1,0,1,2,5,16,0,0,5,11,0
7258,2,72,1,1,2,2,5,21,2,4,4,2,1
8745,5,84,0,0,2,2,5,8,2,5,4,23,1
10361,77,59,0,0,2,2,5,17,7,0,3,15,0
10856,48,81,1,1,2,0,5,14,2,5,0,21,0
10839,93,55,1,0,2,0,5,6,7,5,4,60,0
10525,13,89,1,0,2,0,5,13,7,5,0,39,0
4647,77,59,0,1,2,0,5,9,7,5,4,11,0
8967,63,14,0,0,2,0,5,15,7,5,0,107,1
3615,5,84,1,0,2,0,4,21,5,5,4,29,1
1641,13,89,1,0,2,0,5,3,4,5,0,89,0
6243,13,89,1,0,2,0,5,2,7,0,5,2,1
9587,48,81,1,1,0,0,5,11,7,0,5,79,1
6871,5,84,1,0,2,2,5,21,1,5,0,81,0
499,5,84,1,1,2,1,5,16,1,5,5,65,0
2571,5,84,1,0,2,2,5,6,3,5,0,94,0
8956,30,77,1,0,2,2,5,19,5,5,1,12,0
3320,69,90,1,0,2,1,5,18,0,1,2,5,0
8622,23,38,1,1,0,0,5,1,0,1,0,38,1
12350,121,83,1,0,2,1,5,1,0,5,1,136,0
11870,63,14,1,0,2,2,5,17,7,5,0,74,1
10517,42,26,1,1,2,1,5,11,7,5,5,63,0
10605,63,14,1,0,2,0,4,2,3,5,0,20,1
11501,100,39,1,0,2,0,5,16,1,5,0,53,0
12324,63,14,1,0,2,0,5,15,7,5,5,100,1
808,33,26,1,1,1,0,5,21,4,5,0,89,0
6410,4,56,1,0,1,0,5,3,4,5,4,17,0
10381,17,28,1,1,2,1,5,13,0,5,0,17,0
7940,98,71,1,0,2,2,5,2,5,1,0,21,0
115,4,56,1,0,2,0,5,21,7,5,3,77,0
2033,67,26,1,0,2,0,5,3,5,5,4,78,0
3574,96,18,1,0,0,2,5,14,5,5,0,25,1
6231,63,14,1,1,0,0,5,14,5,5,5,47,1
11135,13,89,1,0,1,3,2,2,3,5,4,55,0
10212,111,86,1,0,2,0,5,21,1,5,5,89,0
7287,54,70,1,0,2,0,5,17,3,5,0,67,0
10226,48,81,1,1,2,0,5,5,1,5,0,176,0
4011,5,84,0,0,2,0,5,14,7,0,0,17,0
10131,63,14,1,0,2,0,5,17,3,5,0,106,1
4472,5,84,1,0,2,0,5,19,4,5,1,25,1
5400,49,84,1,1,2,4,5,20,4,5,5,11,0
4521,13,89,0,1,0,0,5,15,6,4,0,108,0
245,49,84,1,0,2,0,5,21,1,5,0,35,0
4776,5,84,1,1,0,0,5,11,1,5,0,179,1
10765,48,81,0,0,2,0,5,3,0,5,2,9,0
4735,30,77,0,1,0,0,5,17,0,5,0,85,1
11772,4,56,1,0,2,2,5,1,1,5,4,31,0
8096,48,81,1,1,0,0,5,14,1,5,4,55,0
2305,63,14,1,0,2,0,1,5,7,5,0,86,1
5628,69,90,1,0,2,2,5,19,3,5,1,53,0
12247,5,84,1,0,2,1,5,0,4,5,0,93,0
4536,94,66,1,0,0,0,5,19,7,0,0,23,0
1536,63,14,1,0,0,0,5,16,2,5,1,29,0
1058,73,74,1,0,1,0,2,8,4,5,4,25,0
11038,63,14,1,0,2,0,5,16,1,5,0,113,0
8960,92,20,1,0,2,0,5,5,0,5,0,38,0
4706,63,14,1,0,2,2,5,3,0,5,0,96,1
6136,5,84,1,0,2,0,5,14,0,4,0,47,1
9019,13,89,1,0,2,0,5,3,0,5,4,66,0
11313,63,14,1,1,0,1,5,19,0,5,0,7,0
811,103,26,1,0,2,0,5,2,3,5,1,106,0
11984,86,67,1,0,2,0,5,21,0,1,3,72,0
2390,63,14,1,0,0,0,5,15,7,0,5,56,1
9202,115,26,1,0,2,2,5,5,7,0,4,87,1
9684,88,69,1,0,2,0,5,21,7,1,0,54,0
2899,108,64,1,0,2,0,5,16,4,4,3,86,0
258,64,79,1,0,1,1,5,1,3,4,4,65,0
9538,3,11,1,0,1,2,5,3,3,4,3,34,1
9553,102,90,1,0,2,2,5,21,3,4,4,152,0
10938,62,54,1,1,1,0,5,15,3,4,5,8,1
2598,5,84,1,1,2,0,5,0,3,5,0,110,0
8306,63,14,1,0,2,0,5,17,4,5,1,136,1
7209,4,56,1,0,2,2,5,16,5,5,0,40,0
10308,120,91,1,0,2,0,5,21,4,5,4,163,0
2668,5,84,1,0,2,0,5,10,2,5,4,99,0
241,13,89,1,0,2,2,5,21,1,1,0,1,0
7,63,14,1,0,2,0,5,4,6,5,3,37,0
7516,6,87,1,1,0,1,5,14,4,5,1,12,0
9440,5,84,1,0,2,0,5,13,1,1,0,190,0
8119,49,84,1,0,2,0,5,3,4,5,4,174,0
3742,5,84,1,0,1,0,5,6,4,5,0,14,0
11026,63,14,2,0,1,0,5,20,0,5,0,178,1
7063,13,89,2,0,2,2,5,10,1,5,1,113,0
2187,50,44,2,0,0,0,5,13,4,4,1,54,0
340,94,66,1,0,1,0,5,13,6,5,1,14,0
884,63,14,1,0,2,2,4,2,6,5,4,76,1
5762,5,84,0,1,2,0,2,14,6,5,1,161,0
2592,49,84,1,0,2,2,5,17,1,5,0,21,0
5202,5,84,1,1,2,1,5,14,1,5,5,20,0
9208,88,69,1,1,2,1,5,11,5,5,5,144,0
5896,63,14,1,1,2,0,5,15,3,5,0,4,0
5321,63,14,1,0,2,0,5,13,3,5,2,56,1
4683,4,56,1,0,2,2,5,2,4,5,0,10,0
10535,94,66,1,0,2,0,1,3,5,5,0,94,0
11343,48,81,1,0,0,0,5,15,4,5,0,112,1
10210,4,56,1,0,2,2,5,18,0,5,3,152,0
8236,63,14,1,0,2,0,5,18,1,5,1,46,1
9982,5,84,1,0,2,0,5,1,4,1,1,8,0
9382,6,87,1,0,2,2,5,6,2,5,4,3,0
867,117,68,1,1,0,2,1,1,1,5,4,26,0
10521,98,71,1,0,2,0,5,6,0,0,0,85,0
7011,5,84,1,0,2,0,5,21,1,5,2,9,0
5705,13,89,1,0,2,0,5,3,4,5,1,42,0
2853,63,14,0,0,2,0,5,14,4,5,1,154,1
1375,49,84,1,0,2,0,5,2,1,5,1,96,0
5669,4,56,1,1,0,0,5,15,1,5,5,100,0
10674,13,89,1,1,1,0,5,15,3,4,4,53,1
6264,63,14,1,0,2,0,5,15,3,4,1,54,1
8814,63,14,1,1,2,0,5,8,3,4,5,49,1
360,13,89,1,0,1,2,5,7,4,2,2,57,0
8049,49,84,1,0,2,0,5,21,4,2,4,35,0
2074,63,14,1,0,2,0,5,15,4,5,0,187,0
2136,63,14,1,1,2,2,5,13,7,5,0,155,1
9377,5,84,1,0,2,0,5,15,0,5,0,26,0
3811,94,66,1,0,2,2,5,8,3,5,0,231,0
6224,48,81,1,0,2,3,5,21,0,5,4,56,0
6438,5,84,0,1,2,0,5,11,0,5,1,92,1
9540,101,13,1,0,2,0,5,16,4,1,0,49,1
5086,100,39,1,0,2,0,5,4,1,4,4,8,0
5157,49,84,1,1,0,2,5,14,1,4,1,28,1
5757,5,84,1,0,2,0,5,18,5,4,0,29,0
